TEXT,label
蔡徐坤也是一堆这种小学生粉丝,1
真脑瘫，我看你说话我都烦,1
长的有点像坤坤,1
我看你这不是吐真言，完全就是被说急了无脑喷奋,1
就这么卑贱吗,1
挂我是吧？今晚屁眼最好朝着墙,1
dinner，tank赶紧414得了,1
谁有它身份证照 私发看看 看看这b长什么样,1
那你就是贱货,1
快進到楼主被坦克求爱环节,1
这个三水是有点nt,1
拿你妈出来给大家上上呗，你妈不是清朝人,1
每一个男生都有潜在的暴力倾向发过去,1
不插数据线插你,1
这价位还透不到还不如找个对象了,1
傲娇属性的喜欢楼主的有对象跟别的睡的好女孩,1
不看路死了活该,1
男的是这样的,1
本来就是资本家搞出来的，因为只有男人的钱赚不到，女人的钱是最好赚的，然后是小孩和老人,1
楼·猪是杀·币，这个比又水帖了,1
白纸找白纸，报纸找报纸，别搁这当龟男接盘侠，到时候后悔8u没给你骂醒,1
自私无知又嘴硬,1
只能说很符合我对op的刻板印象,1
这么损？你舍友山东的？,1
垃圾 一点味儿没有,1
自己解决不了生理需求说别人龟，你也是真够晚餐的,1
也就口头吹牛皮吧，真的不恨塞蛋,1
确实，有时候主线任务真的很无语，太低龄了,1
不上去干他你怎么好意思发贴,1
这就算瘦下来，也好不到哪里去吧,1
你黑心肝，没良心，不要脸，没有格，好小人，大欺小，羞羞脸。,1
我命令你骂他,1
纯楚甚白眼狼，她似了就没事了,1
废物啊，你不承认是你推的她，她哪来证据说是你推的导致她骨裂的,1
真特么是个废物,1
发个贴都怕，ldx属实有点废物了,1
底下烟舔狗闹麻了,1
你真以为你比钱更会泡妞?,1
想给楼主py松松土是吧,1
没钱那还留nm的学啊,1
有病这么怕有人害她，就滚回家去住,1
Lz揍人的时候把你忘了看来,1
说真的，我好羡慕你的皮肤哇，你是怎么保养得这么厚的,1
碰到xxn了，快跑吧楼主,1
这种人单纯脑袋有问题，换个阵容照样黑,1
你不如v我二十，我还能买个肛塞给你爽爽,1
你也是男娘吗，被几个人撅过,1
这种货色生来就是当妓女的 注定要吃这碗饭改不了的,1
长的都那么恶心，谁会把它当初中生,1
上来就隐私照，这b养的玩闪电战是吧,1
我看不出这图有着色情檫边，洛丽塔又不是和兔女郎服饰一样，还是说你像楼上说的一样，经常在颜色网站看到洛丽塔？,1
法无禁止即可为人家要是服务员那店主都招他那么他的形象关你p事大不了换个人给你服务人家要是是店主那更关你p事纹身违法了还是违反餐饮业规定了你看的不舒服你就别看不合你三观的外在形象就是抽象人老板都不在乎员工露纹身你还叫起来了,1
你是靠着电线杆就能生存的女人。,1
分了t我，这些xxn都是被你们这些龟男惯出来 别祸害同胞啊,1
哈人，一个剃须刀给了就给了这不赶紧分了你还抢集贸,1
你是女人？,1
说不过就扣帽子的dinner是这样的,1
oh 老师要去了吗 我要谢进去了噗呲噗呲   嗷～,1
你个畜生，小狗狗这么可爱，你居然这么做,1
啊对对对，我好怕怕啊，搞得好像幻想是女人的专利一样，她能写女人杀男人的情节，难道我就不会写男人奴役女人把女人当作财产的情节吗？都是在yy怎么就她拽的跟二五八万似的？跟个小p孩似的,1
你急什么祝你天天吃卫生纸大虾,1
主要现在抖Y其他刷的同居情侣非常多，小孩子看多了认为天经地义的，时间久了观念就这样了，现在谈恋爱大部分这种，不代表全部。反正男的大部分是为了欲，结不结婚管他鸟事。说他人家认为你不懂爱,1
别想不开，真想重开前来给我操一下劈,1
败笔？神来之笔，移动端还是晚于pc端开服的，就移动端开服时那使一样的优化，只有最贵那一档的手机能有稍好一点的体验，次一点的手机画面一坨根本带不动，要是没有pc和ps端，直接被喷炸，玩的人肯定也少很多,1
你别跟我谈人生，你都不是人生的。,1
顺从它呗，毕竟它只有生物叠呢,1
前面？稻妻开始原神主线剧情就开始爆炸式崩溃了。稻妻剧情观感一坨，紧赶慢赶节奏很烂，须弥有个散就是最大的败笔，说夸张点一个散干掉了整个须弥主线，枫丹更是恶心，赛博坐牢，凡高大者我无不蔑视太高大者我不敢蔑视等等，比起使还是老套剧情要显得正常些,1
那纹身动机是啥，还不是为了显摆给别人看，你要是纹了我们还拿普通人眼光看你，你不就白纹了嘛,1
Pc算什么呢？我上次被坑了五百，从来没谈过，哎，说出去还被人笑话，但是我搭讪的有过直接去她家的,1
等我有钱了，我就带你去最好的神经病院！,1
采取点意见 怎么样才能快速糙到13或者说怎样才能糙到13,1
你是韩国女足的吧。,1
骂了一顿马上态度软了，狗女人就是欠骂,1
注定的改变不了 :他能活着就证明他不是你这种挠谭能理解的，说不出一点黑料还让人别双标，难道你这种飞舞被攻击到了，所以他就是双标？你是什么品种的贱畜？,1
xxn顶斤五花肉还差不多,1
给你寄个个小丑照镜子,1
别人的人生都是草莓味的，而你的是香蕉加冬枣味的。,1
接到消息，推迟开庭，原告律师正在搜集黄牌的所有犯罪证据。黄牌们，准备好接受xxn的审判吧,1
怕不是自己没有生育能力，见人要孩子眼红,1
阳颜丁真，鉴定为：逼痒的初升,1
这种症状你发贴吧有啥用你npy知道你是人嘛？你自己把自己当人嘛？,1
看见路上有条狗在吃屎你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？龟男的话另算,1
不要搬屎,1
老东西爆金币,1
你长得就跟个二维码似的，不扫一扫都不知道是个什么东西,1
偷外卖的biss,1
太弱智反而不好评价了,1
大堆里还有沙耶之歌呢这人不纯在报菜名，报就报了什么都不玩只会显得他低能,1
md，xxn不管在哪里都这个泌阳,1
牛逼，这女的是什么魅魔给你迷得神魂颠倒,1
这老逼登就是棍子挨少了,1
你都来厕所了还想找个干净点的坑？,1
初中喜欢混混，高中喜欢体育生，大学喜欢老师，军训喜欢教官，打工爱上领导，理发爱上托尼，看病爱上医生，离婚爱上律师，别到时候真璧洋洋了跑出来被人抓到当做公用飞机杯,1
洁身自好，过好自己的，这人透10086个我都只是看笑话罢了，没必要共情，当个乐子，别影响自己的心情了,1
收红包≠我接受老登接着爆金币,1
你这就是典型的公狗发情,1
先同意 透了再说,1
一群串子串子太多就nt了,1
确实是废物没说错这都能被骗,1
偷外卖的都该死,1
你这也是陕西话说得好打出来的媳妇揉出来的面，有些女人确实欠揍！你打几顿就好了,1
呃，既然受不了他那脾气，还留下来干嘛,1
12，农药糕手几个小学生，牛魔的来我家蹭网又不点餐，几个人大呼小叫的打农药，还喝我家的水，真想给他们下农药,1
有些人天生就是坏种,1
b饼是香的,1
4，飞盘高手2的升级版，堵在门口后死活不让我端过去，一定要自己端，然后啪的一下没接稳摔了，你他妈真有猫饼啊？,1
你最好不要恨我，恨我的人真的太多，你又不能排到第几个,1
你这种人平常没什么朋友吧，情商低下的玩意儿,1
叛逆……一旦被他们那个zzzq影响，吵吵着变性，搞同……那不是叛逆，而是啥必了,1
还是百京爷会玩？那是盖了帽了,1
吃屎吧你,1
拍摄者换个性别这时候已经死了,1
你说你马呢？低能,1
你长得很有考古价值啊,1
女坦一屁股给你坐下来，你人都没了,1
为什么我是妈宝男？因为我有妈妈,1
前两天分手，兄弟拉着我去喝酒，然后酒吧看见一个身材比较好的妹子主要是奶子比较大，鼠鼠就和我朋友吐槽自己前女友是一个13,1
给他一靶子看他发不发电,1
这种xxn永远不会理解以前的母系社会实际上是共妻社会，反而是女性地位最低的时候，部落中任何女性都可以直接被拖到山洞里，部落族长是女性是因为最强壮的男子的母亲当的，毕竟这种社会下也不知道谁是父亲，这些xxn永远理解不了,1
祝您寿比昙花。,1
骗他个奶茶钱再骗个鸡照就功德圆满了鼠鼠女同学之前被一个初三的gn骚扰了就推给我，本来想骗个奶茶钱结果这小子连微信都没有，最后只收获了鸡照,1
所以这些波刚估计是没谈过恋爱，只能在这里酸涩yy,1
看见路上有条狗在吃史你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？龟男的话另算,1
你前面平，后面扁；20岁的年龄40岁的脸；白天化妆吓人，晚上卸妆吓鬼。,1
別恶心人了 掉毛,1
给她一巴掌看她还发不发癫,1
内部xxn男同纯纯强抬水龙把原本芙宁娜的高光剥夺了,1
当世界上女的的不生或者没几个女的了将会被圈养起来当生育机器,1
fps原神的含金量,1
有男闺还谈个鸡毛啊,1
叛逆……一旦被他们那个zzzq影响，吵吵着变性，搞同……那不是叛逆，而是傻逼了,1
就为了去潮个避没必要这样吧宝贝,1
小东西们知道该怎么做吗,1
支持把已经生出来的寄生虫杀了,1
抖音逆天的东西,1
考公xxn考研xxn美妆博主，这三个我实在没有力气评价，笑死我了,1
起因这个仙男，找我套立减斤，我看他主页想着这也不是个缺钱的人啊，各种会员全都买上了，然后就没想着这个13会跑路,1
你简直低能到难以形容,1
建议把有艾滋的和吸毒的都沙了,1
我日你妈才有你着个不孝的，腆着个逼脸还他妈敢出来蹦哒呢，这得到底多少个极品因子才能组成现在这样个性的你啊？,1
纯种ATM了属于，2.5的共享锁不住你250的小头是吧,1
不打搅哪有人理你,1
神分战士了会去玩那b坦克？ 以后打团就五个射手法师看谁站得更后面吧！,1
跳过键？学长们可是能说出“希望出剧情跳过的你的人生最好也跳过”主线剧情就是低能，还不让人跳过，剧情策划都不是同一批的，有些世界任务确实不错，比如沙漠书的婕德，其余就是狗屎了,1
当父母的恨不得刀了那俩傻逼,1
别发这举手表情了真的唐,1
原来这彪子跟他爸学的，真是蛇鼠一窝,1
有意见憋着，不然妞妞给你嗦烂,1
这都不分？ 还是说你不会反击？ 龟男414,1
脑袋空不要紧，关键不要进水。,1
快进到？,1
你去吃屎是不是也要报备一下？,1
楼主，这不分手，她逼里有大麻？,1
缺爱的都这样,1
尊nm嘟nm呢，不会说话就吧嘴封起来,1
直接抽这个比吃一比斗看她还发不发颠,1
他是没芙木还是家庭关系不好啊,1
看抖音就知道了，傻子太多根本就骗不完,1
乌克兰从2014年就开始图图乌东地区的俄语人口，结果现在惹出了祸事后发现打不过开始拉壮丁了，中国当年图过我国领土上的日语人口了？也就你这初生会把我国抗日民众和乌克兰那帮法西斯相提并论了，我是你爹当年就该把你射马桶里,1
你算什么东西？,1
捏妈妈滴脸盘子上的粉赶我家墙皮子厚了,1
不要冲我吼，小时候我被狗吓过。,1
岁月是把杀猪刀，可是你丑得让它无从下手。,1
你这个报备跟那个脑瘫一样,1
想多了，婚姻法都不管你老婆和别人做，给别人生孩子,1
废物，天天网上骂人，现实中遇到了又不敢当面开骂,1
fw，开除吧籍,1
byd发我这层楼什么意思,1
同应该全部去四，还是图少了,1
一个天天靠卖吟拿她男主人钱花的妓钕罢了，男主人快死了再偷走他一半财产,1
就是学校拿学生当畜生看，只要有升学率，学生就是毕业后都猝死了也无所谓,1
不分还没操过,1
打完不就有人了?这都不懂,1
小心牛牛被咬掉,1
没刷到过，脑瘫都是刷一个不感兴趣一个,1
还哭，TMD，男朋友直接丢死人了,1
不分留着过年？,1
王侯将相祖上还都是奋斗过的，他微微一笑就站在了这个高度，都这么幸福了，骂两句怎么了，我骂他是他掉块肉了还是我挣钱了，怎么还轮到她们评价,1
太有实力啦xxn,1
在装什么啊,1
工地的给我稍稍，我们外国语带专爷来了,1
直接上去扣她受不了的,1
哪里都有你这个死麻串子,1
哥们在这么恶臭的孙吧发吗 建议换个好点的吧,1
冷知识，你们当成亲跌一样各种连洗带护塑造成一个受害者委屈人设的幻风是真投毒威胁过身边人，精子哥的小作文一直放不出来被嘲讽薛定谔的小作文，而你大安跌一句几十万私信你们这群液盅东西又全信了,1
现在我是小丑了,1
他应该已经被吧务塞口球了,1
真是公园里贷款 欠草了,1
哪里都有你这个4麻串子,1
没打缌你这飞舞真是可惜了,1
说真的 我挺羡慕你的皮肤的 你说你怎么能把它保养得 那么厚呢,1
加完别人好友就表演自己多自卑,1
什么旧朝遗老,1
听君一席话，白读十年书,1
没人要的大龄剩女慌了,1
xxn的觉醒日常,1
，看的我也恼火，桌子反转更离谱，别说什么跟男的吃跟女的吃，你这饿死鬼上身男的也嫌,1
你自己都说了点素菜了，看40块钱人家把刀架你脖子上让你付款了？你这不纯纯脑子有问题吗？,1
它想要它的自由，关你屁事啊,1
就叫她耗子姐吧，跟耗子似的贼眉鼠眼,1
老妈智商都不正常，教出来的孩子又能好哪去，生在这种家庭里也是命不好。,1
幼师是这样的,1
绷不住了这种弱智就是以自我为中心   前面刚说了不方便,1
你没有猪的形象，但是你有猪的气质,1
xxn认为长得帅就是贡献了捏 长的帅的就应该不劳而获,1
确实恶心，但是也算是这男的太笨，表达问题，两个人还是很相爱的，至于这个评论，纯脑瘫,1
小东西衮出孙吧,1
似了母的这男的，鸡巴把下头，上来直接怼着问感情史智商低情商也低，不会聊天建议重开，就这闹颤水平还搁网络上找对象,1
绷不住了这种rz就是以自我为中心   前面刚说了不方便,1
读了几年书啊就学了这么一个词,1
谁跟你讲的？古代的官吗？,1
不插数据线你诱惑雷公给我手机充电？,1
其实说的也没错，男的确实是酸他不用学习不用劳动就能获得财富。但很多女的显然理解不了，因为她们就正在不劳而获或者说准备不劳而获,1
杂鱼小东西这是在做什么呢，本来就够没用了，跪在地上是在求骂吗？不亏是杂鱼呢，居然想要这种东西,1
你这什么表情，想被灌注了吗,1
你不也是逆天,1
二十天五十斤？除了手术，怎么瘦的，吹牛逼呢,1
要我这就已经分了，哪还有那么多b事,1
你是50万，间谍，汉奸,1
很好，大力推广让各地龟男来带她们走。,1
这是精神病吗没看出来和女拳有什么关系,1
别牛魔妄想了，你当审核吃干饭的有时候字都发不出来，还搁这杞人忧天呢,1
破了你妈呢，自以为很幽默,1
别侮辱川军，这byd不配,1
**纯活该，好心喂给驴？,1
大概比较自卑吧,1
里面的真冲不动在手游里都算垃圾水平,1
经过这位老哥一番实力睁眼瞎，精神胜利等的小丑行为。楼主终于在次日下午拿到了微信号。,1
那对男女可不是像对猴子一样不知道在瞎叫什么,1
傻逼们的自娱自乐罢了,1
怕吧友不懂英文，快谢谢京爷️,1
你嗯哼个基霸啊,1
听了你的分析 我决定自己再分析分析,1
老师学校其实也不想，但是当大家都开始卷的风气起来，学校就没办法了。根本停不下来。只能加入。卷起来学生苦3年，大家都卷，我学校自己就不卷，这等于直接害了学生一辈子了。谁也没办法。 我只能说衡水赶紧撕一撕,1
二次元游戏就是通过讨好玩家来赚钱，玩家为什么不高贵？,1
废物，好歹也kiss吧,1
被胶管狠狠的拷打,1
花钱买盗版？你是真的6,1
这不是一眼编,1
拿尼木出来给大家上上呗，尼木不是清朝人,1
b水倒灌大脑导致的,1
gkd，让我看看同在湖北女大的战斗力,1
人是个好人，不过太倒霉遇上了个xxn,1
我们要向前看，不错过些歪瓜劣枣怎么知道什么是好的。,1
不愧是老东西一上来就没绷住,1
你才是虾头男。我要日笔就去嫖,1
属于是往粪坑扔鞭炮炸一脸蛆了,1
不是 就这样的性格你还这么喜欢,1
不行丁真那张脸确实好看又不娘，摆在这不会让人恶心鉴定多了会自动绑定喜感，然后看到脸就想笑 她这个看了春犯恶心,1
能不能把话说清楚了，说的什么够吧,1
太没关系了 见到真人估计塞蛋了 还在网上装纯情少男呢,1
互联网已经够臭了，让外面的屎进来就好比你往马桶上倒旱厕的屎，冲不下去还臭的一批,1
断个die，像昆山龙哥肠子断了酒都不会断,1
那你提你奶奶的♀大学生呢？还辅助，不就是想迅速找两个异性高手给她解决问题？人家题主自己都没觉得有问题，你们这帮弱智开始脑补了,1
你跟他说你是真武大帝，一拳打死他个老必等,1
Fw玩意 你软你马么,1
你说的挺对的，但我为什么要听你的？,1
袁世凯慈禧这种鬼屋干了这么多畜生事本来就是应该骂烂的，拿它们跳科目三我都觉得丑化科目三了，你美化这种东西才是真的有问题,1
小的时候，不把他当人，大了以后也做不了人。,1
多按几层有个屁用,1
逆天，这么整恶心吧u们是吧,1
那个女格斗家忘了叫啥不是说过吗，即使是她也没有把握打倒一个强壮的成年男性，当然这视频基本就是剧本，结果下面的女的还真觉得自己有多nb了捏,1
婚前不试一下，万一婚后性无能怎么办,1
小姐姐，小心你爸妈把你卖了,1
第一次赶上热乎直播贴，希望不要当小丑,1
不是一家人 不进一家门，这两个傻逼凑一对刚刚好,1
上厕所不冲，那就都别冲，然后在厕所墙角放置一个垃圾桶，谁也别倒，看厕纸能堆多高。,1
不是，这女的还他妈真敢要啊,1
想给你妈送朵花但我没花你也没妈,1
银水回流大脑，阴蒂控制思考,1
byd文案都抄的前几年考研用过的,1
你年轻么？不要紧，过两年就老了。,1
两个**恋爱,1
捏麻麻的吓老子一跳问我有没有男朋友，这才意识到因为哥们qq资料填的女的，估计是哪个男的瘙痒难耐了想找对象，找我头上来了,1
有时候媒婆挺逆天的，村里一个女的小学被初中的强奸了，后来闹大了怎么样我不清楚，女的最后读了211毕业回家那边工作，男的初中读完就不读了当兵去了，回来以后听说媒婆一直介绍这俩人，就是强奸犯和受害者听完恶心坏了,1
他们脑子的智商要是这么聪明，就不会选择成为那种蠢人了,1
自己看着镜子抠是吧,1
明显急眼了说要找同城男的秀恩爱来气我，好怕怕哦,1
我也想骗处男，有种玷污白纸的快感,1
上帝往人间撒智慧的时候你莫不是打了把伞吧？,1
你怎么不把你寄掰转给它？,1
混混精神小伙缺女朋友吗,1
这不是我们火批吧吧宠吗,1
你树上掉下来的？没父母没朋友没家庭是吧还自己开心最重要，这话说的真是自私自利到让人窒息,1
这位妹妹可有上过学，现吃什么药,1
差不多得了，经典被骗,1
因为整个世界观没一个好东西，去了就是折磨。,1
小丑预定小丑,1
你纹不纹身那是你的事，我尊不尊重你，理不理解你，那是我的事,1
被小仙女占领了，那不正常吗，就像隔壁反原神吧一样。,1
逼水特别香甜,1
那还不如直接编个存款,1
她不歧视我歧视,1
我只能说你女朋友段位起码比你高两个，你拿捏不了她的只是榨取你价值罢了，物质价值情绪价值，等你没价值or她找到新的你会直接被ktv。,1
天天发你蝶？,1
你把性别换了，沸羊羊改成魅男啥的词，发小红书微博试试，看会被骂多少楼,1
人家玩梗你真信了？有拿50w孝敬父母不比当龟强,1
不不不，重复的人可以因为一件事重复拉个新群，我女朋友她们宿舍有个逆天娴女，宿舍6个人里5个人全讨厌她 然后拉了三四个群来吐槽她,1
别酸了，你最该被骂,1
注定的改变不了 :他能活着就证明他不是你这种挠谭能理解的，说不出一点黑料还让人别双标，难道你这种废物被攻击到了，所以他就是双标？你是什么品种的贱畜？,1
这哪来的自信在这****呢,1
不懂你这种玩猿神的野种跑孙吧来找什么画面看别人骂你叠你还生气,1
恶心人，还能聊下去？这玩意儿要不一开始承认，要不就别承认。看她也是满不在乎的样子，你要是特别看重这个，你俩不是一路人。,1
蔡徐坤也是一堆这种xxs粉丝,1
建议去精神病院住，人间已经不适合仙女了,1
带回家摸莱莱，假期拿她父母的套透的,1
这才发现是个垃圾人啊，逆天,1
你没脾气啊就这样跟龟男有区别?,1
还明天？下辈子吧,1
回去一刷表白墙谁懂啊自信虾头男,1
抽石块的都是op,1
经典让你猜，我猜她嘛还是处钕我猜,1
美颜都丑成这样？,1
以前都是刷到低能的就拉黑，后来黑名单满了不让拉黑，不感兴趣好像没啥用，还是会给你推你不想看的恶心你，尤其是头部主播带货的，拉黑都能刷到,1
你是素质教育的漏网之鱼吧,1
孤儿，有父母在天之灵保佑说话就是硬气,1
它都玩小红书了,1
操了就分，让她男闺蜜接盘,1
我不吃他妈难道吃你妈,1
你们的女神就是这样舔别人的,1
嫖娼算什么呢？我上次被坑了五百，从来没谈过，哎，说出去还被人笑话，但是我搭讪的有过直接去她家的,1
一个巴掌拍不响 你把脸伸来我看挺响,1
似了姆的这男的，鸡巴把下头，上来直接怼着问感情史智商低情商也低，不会聊天建议重开，就这闹颤水平还搁网络上找对象,1
ai作画比她像真人多了,1
嗦我牛子就和你玩,1
感觉牛魔的脑子有点奇葩，审核不是吃干饭的,1
问题来了，她真的是清华的吗，不是三校生进去拍张自拍图面子？,1
觉得自己理亏的时候找人垫背，明显现在这态度就是觉得是楼主强奸她了,1
没出息的东西,1
逆天老登，要是在千里香馄饨不得被老板当场打死,1
你吉尔被勾咬了一半是不是,1
半座黑洞都无法裹挟那一股冲天的滂臭两瓣腐肉依然幻想包装一颗粉嫩欢乐豆,1
《弱势群体》,1
狗杖人势,1
他女朋友β里有大麻,1
这种ex的东西不少，我们初中的时候我怀疑有个男的性取向不正常，他和另一个男的走的时候老喜欢摸他屁股，真的一股恶寒，甚至我们班主任都知道了,1
我有洁癖，而你刚好是垃圾,1
不是，这帮人疯了？,1
你兄弟大老远过来找你，你也好意思让人请你吃饭捏，建议楼主吃屎也和xxn分享一下哦，另外建议锁死~,1
初中喜欢混混，高中喜欢体育生，大学喜欢老师，军训喜欢教官，打工爱上领导，理发爱上托尼，看病爱上医生，离婚爱上律师，别到时候真璧洋洋了跑出来被人抓到当做公用斐济备,1
这对郎才女貌天生一对，轮得到你个妖怪反对,1
选她干啥啊？天天待一起还不够吗？床受得了吗,1
你打扮成这样，是对这个世界不满吗？,1
去你的，不服来战,1
捏麻麻滴看见屎不先骂端到吧里让大家吃是吧,1
厨子也是一坨屎,1
你被倒春药咯,1
好暴躁的楼主，杀一个先,1
不然这样吧，既然你也不知道怎么办，我给你两个选择，1.让你爸滚，2.让她滚,1
放手游里算是很好了，拿去跟主机pc比？搞笑,1
这种女的就应该直接似了，你还心疼个什么鸡巴，我恨不得所有这种女的出门直接撞大运,1
不知道你一直在装什么高冷楼主纯弱智,1
经吧友提醒，我也想起来我家也遇到过那种玩牙签的小屁孩，真踏马出生啊，把三罐牙签全倒到了地上，闹麻了,1
你的智商跟南极的温度一样，春风十里都不如你能吹。,1
这确实脑子不行，谁tm刚接触一直打电话的,1
肯定要看啊，不可能找一个恶魔波刚吧,1
和她讨论都浪费时间,1
靠恁酿，恁是真的烧啊小宝贝,1
她不钱钱钱，难道要教你卖货,1
这老灯就欠教育,1
🙅不行，评论太下头了，我得制止一下,1
这种不是纯弱智？,1
你做的是对的家有家规，连妈都敢骂，我倒是不明白你爸为什么没有揍过她。反正都成年人了，不怕闹掰，真狠下心让她死外边也算了。,1
这唐畜生是要把各大平台都起诉一遍吗？,1
老东西怎么还怕上了,1
傻，收了钱就是纯装傻了,1
吧三观正正的只是一部分人罢了，每个地方都会有正常人，也都会有傻逼,1
没脑子喷，我操，你见过40块钱没荤的？,1
给您磕了,1
多少沾点嫌烂直接给差评，下次不点不就得了。点了那么多次 ，又给好评又给差评，人家老板都不知道你想干嘛，不知道的还以为是同行搞事情....,1
有男贵还谈个鸡毛啊,1
中国那么多兵器你不学，偏学剑；上剑不学学下剑；铁剑你不学，学银剑！我恭喜你啊，你终于达到达到人剑合一的境界――剑人,1
鼠鼠“xx，你和你舍友可以小点声吗？我睡不着了。”耗子姐“哦，我明天考完就走，不然也不会收拾”,1
没大奔你就是个勾巴,1
龟男必死 废物重开吧,1
我看你要是被骂了也挺活该的，男的做错啥了，学个互联网用语就呼你爹脸上，该去哪舔xxn你赶紧舔去，别人谈恋爱碍着你了,1
人家如果不胖，那吃一根烤肠怎么了？又不会影响什么，而且烤肠确实好吃啊，正常行为不要给人家扣xxn帽子,1
倒也不全是，毕竟能透洋啤，也还是不错滴,1
内部xxn南桐纯纯强抬水龙把原本芙宁娜的高光剥夺了,1
你吉尔被狗咬了一半是不是,1
死了母的这男的，真即把下头，上来直接怼着问感情史智商低情商也低，不会聊天建议重开，就这闹颤水平还搁网络上找对象,1
你不过是一个少不更事，脾气暴的傻瓜而已,1
想起了以前吃过的一家，菜就估计塑料杯那么多，还难吃得一批，什么味都没有，给个差评还逼逼赖赖，结果一个月店就关掉了，这种东西，你跟他说走着瞧就行了，开不下去亏的是他,1
她啊，不看下面还没认出来,1
直接外国绿卡，然后找了个黑皮,1
不设墙上设哪里,1
这么离谱，你还接个屁,1
tmd啥都不吃，饿死算了,1
嘴巴跟阴道都只会喷，只有让它喷出来才会爽,1
小丑？丑皇！,1
姑娘端庄静雅，闲花淡淡香。,1
写写诗就叫诗人，喝喝茶喝喝咖啡就叫茶人咖啡人么。,1
哪里都有你这个死妈串子,1
好恶心,1
后续呢，楼主不会真成小丑了吧,1
分你妈酬宾，这么好的女孩不自己留着？,1
你塔姆今天别想上桌了滚倒阳台去吃,1
让她自己卖去,1
龟男真是活该,1
我是我爸的宝贝儿，你不是哟。还有钱赣了是吧，你觉得恶心，那我晚上当你爹,1
6，5的升级版，乱跑的大只佬，牛魔的现在小孩营养这么丰富？一个xxs和我差不多高？体重感觉比我还重，有一种玩原神的美感，跑起来简直是泥头车,1
花自己挣得显摆显摆还行，花家里的就很蠢逼,1
现在逆天就够多的放开更多了,1
他很好的赞美了，这种放大街上还是最丑的几个，看着一副土龙鸣相,1
缺爱波刚滚,1
好想和母老鼠谈恋爱,1
删帖奥看明天大伙怎么骂你,1
先看看逆天的,1
你亩的这简直是女版天皇,1
这么容易被人影响？你当他们在狗叫不就行了，一群被牛子控制的,1
有母式做的就是快,1
nmd头都快p掉了,1
11级以上老东西快来认罪,1
你在现实中正大光明的在有纹身的人面前歧视过他吗？纹身就该被歧视？照你这么说孙吧被ylg整臭名声那玩孙吧都该死？你能给出纹身就要被歧视的原因吗？就因为你刻板印象里有纹身的都是坏人？,1
后庭已经开了,1
抽卡养角色贵的一，所谓的大地图探险毫无新意，剧情也是史，玩的我想睡觉,1
只能说楼主小丑一个捏,1
不到173的矬臂也想装高冷,1
似了姆的这男的，鸡巴把下头，上来直接怼着问感情史智商低情商也低，不会聊天建议重开，就这脑瘫水平还搁网络上找对象,1
恶不恶心不是重点，又不是吃不起虾，主要是喝醉了还能想着给对象整点好的,1
确实，战场上还指望她们当沙袋呢不如桃花仙二代的东西,1
对于有些人我只想说，我的巴掌很适合你的脸,1
你哪来的牛牛,1
你当初打败两亿竞争对手的时候，伤的不轻啊。,1
我敢干你，你敢干我吗？,1
外国人从小就看那三观不都寄了,1
什么抖m调教AI,1
朋友有解药吗？我看你嘴巴挺毒的,1
自己屁股没擦干净还笑话别人，纯属一二百九，别逼我说是什么意思！就是二百五加三八加二！,1
这种废物玩意，要点脸就赶紧找地方似了,1
那个不如原神的，以后要是哪次不对原神虫的话烂扭扭哦,1
大脑被牛子控制了,1
准备分了，不当龟男,1
我忍屎忍尿也忍不下你呀,1
老东西又搁这水,1
痧毕们的自娱自乐罢了,1
装睡的人怎么会被叫醒呢，除非把他打疼了,1
看我ip线下单杀楼主,1
撞击不了一点，这种背后大概率是一个猥琐男,1
